Molecule ChEMBL ID;Smiles;IC50_nM;Activity_status
CHEMBL400278;CC(C)Cn1c(C(F)(F)F)nc2c1CCN(C(=O)C[C@H](N)Cc1cc(F)ccc1F)C2;100000;Inactive
CHEMBL230449;N[C@H]1CN(c2ncccc2C(F)(F)F)CC[C@@H]1c1cc(F)c(F)cc1F.O=C(O)C(F)(F)F;100000;Inactive
CHEMBL536312;Cl.N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1Cc1cc(C(F)(F)F)cc(C(F)(F)F)c1)Cc1cc(F)c(F)cc1F;100000;Inactive
CHEMBL219434;Cc1cc(S(C)(=O)=O)ccc1-c1noc([C@@H](CC2CC2)[C@H](N)C(=O)N2CC[C@H](F)C2)n1.O=C(O)C(F)(F)F;100000;Inactive
CHEMBL376498;CS(=O)(=O)c1ccc(-c2noc([C@@H](CC3CC3)[C@H](N)C(=O)N3CC[C@H](F)C3)n2)c(Cl)c1.O=C(O)C(F)(F)F;100000;Inactive
CHEMBL404210;N[C@@H](CC(=O)N1CCn2nc(C(F)(F)F)nc2[C@@H]1C(O)C1CC1)Cc1cc(F)c(F)cc1F;100000;Inactive
CHEMBL549913;N[C@H]1Cn2c(nc3ccccc32)C[C@@H]1c1cc(F)c(F)cc1F.O=C(O)C(F)(F)F;100000;Inactive
CHEMBL556606;CCC1c2nnc(C(F)(F)F)n2CCN1C(=O)C[C@H](N)Cc1cc(F)c(F)cc1F.Cl;100000;Inactive
CHEMBL1243060;N#C[C@@H]1CCCN1C(=O)[C@@H]1C[C@@H](CC(=O)N2CCN(c3ccncc3)CC2)C(=O)N1;100000;Inactive
CHEMBL1243092;N#C[C@@H]1CCCN1C(=O)[C@@H]1C[C@@H](CC(=O)N2CCCCC2)C(=O)N1;100000;Inactive
CHEMBL1243215;CC(C)(C)NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1C[C@@H](CC(=O)N2Cc3ccccc3C2)C(=O)N1;100000;Inactive
CHEMBL536536;Cl.N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1C(O)c1ccc(F)cc1)Cc1cc(F)c(F)cc1F;100000;Inactive
CHEMBL1683088;Cc1oncc1S(=O)(=O)N(C)[C@H]1CC[C@H]([C@H](N)Cc2cc(F)ccc2F)CC1;100000;Inactive
CHEMBL1683110;CCN(C(C)=O)[C@H]1CC[C@H]([C@H](N)Cc2cc(F)ccc2F)CC1;100000;Inactive
CHEMBL536090;Cl.N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1Cc1ccccc1C(F)(F)F)Cc1cc(F)c(F)cc1F;100000;Inactive
CHEMBL558779;C[C@@H]1c2nnc(C(F)(F)F)n2CCN1C(=O)C[C@H](N)Cc1cc(F)c(F)cc1F.Cl;100000;Inactive
CHEMBL190923;CN(C)C(=O)[C@@H](c1ccc(-c2ccc(F)cc2)cc1)[C@H](N)C(=O)N1CCCCC1.O=C(O)C(F)(F)F;100000;Inactive
CHEMBL209710;Cc1nc2ccc(-c3ccc([C@H](C(=O)N(C)C)[C@H](N)C(=O)N4CC[C@H](F)C4)cc3)cn2n1.O=C(O)C(F)(F)F;100000;Inactive
CHEMBL435320;C[C@H](c1nc(-c2ccc(S(C)(=O)=O)cc2Cl)no1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F;100000;Inactive
CHEMBL425558;CCN(C)C(=O)[C@@H](c1ccc(-c2ccc(F)cc2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F;100000;Inactive
CHEMBL370509;CN(C)C(=O)[C@@H](c1ccc(-c2ccc(F)cc2)cc1)[C@H](N)C(=O)N1CCC1.O=C(O)C(F)(F)F;100000;Inactive
CHEMBL482261;N#C[C@@H]1C[C@H](F)CN1C(=O)CN[C@H]1[C@@H]2CN(c3ncccn3)C[C@@H]21;100000;Inactive
CHEMBL537625;Cl.N[C@@H](CC(=O)N1CCn2cnnc2C1)Cc1ccc(F)c(F)c1;100000;Inactive
CHEMBL248810;Cn1c(C(F)(F)F)nc2c1CCN(C(=O)C[C@H](N)Cc1cc(F)c(F)cc1F)C2C1CC1;100000;Inactive
CHEMBL245969;CN(C)C(=O)[C@@H](c1ccc(N(C)C(=O)c2ccc(F)cc2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F;100000;Inactive
CHEMBL1683114;N[C@H](Cc1cc(F)ccc1F)[C@H]1CC[C@H](N2CCC(F)(F)C2)CC1;100000;Inactive
CHEMBL4567320;CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1ccc(Cl)cc1C(=O)OC)c(=O)n2C;100000;Inactive
CHEMBL559371;Cl.N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)[C@@H]1Cc1ccc(F)cc1)Cc1cc(F)c(F)cc1F;100000;Inactive
CHEMBL235223;COc1cc([C@H]2CC[C@H]([C@H](C(=O)N(C)C)[C@H](N)C(=O)N3CCC(F)(F)C3)CC2)nc(OC)n1;100000;Inactive
CHEMBL378597;C[C@@H](c1ccc(-c2ccc(=O)n(C)c2)cc1)[C@H](N)C(=O)N1CC(F)C1.O=C(O)C(F)(F)F;100000;Inactive
CHEMBL189067;CCNC(=O)[C@@H](c1ccc(-c2ccc(F)cc2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F;100000;Inactive
CHEMBL390241;Cn1nc2ccc(N3CC[C@H](c4cc(F)c(F)cc4F)[C@@H](N)C3)nn2c1=O.O=C(O)C(F)(F)F;100000;Inactive
CHEMBL371521;Cn1nc2c(c1C(F)(F)F)CCN(C(=O)C[C@H](N)Cc1cc(F)ccc1F)C2;100000;Inactive
CHEMBL501521;N[C@@H](Cc1c[nH]cn1)C(=O)N1CCCC1;100000;Inactive
CHEMBL205872;C[C@@H](c1ccc(-c2ccc(=O)n(C)c2F)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F;100000;Inactive
CHEMBL1202080;COc1ccc(N2CCN(CCNCC(=O)N3CCC[C@@H]3C#N)C2=O)cc1OC.O=C(O)C(=O)O;100000;Inactive
CHEMBL250353;N[C@@H](CC(=O)N1CCn2nc(C(F)(F)F)nc2C1Cn1cncn1)Cc1cc(F)c(F)cc1F;100000;Inactive
CHEMBL251376;C[C@H]1c2nc(C(F)(F)F)nn2CCN1C(=O)C[C@H](N)Cc1cc(F)c(F)cc1F;100000;Inactive
CHEMBL250284;Cn1c(C(F)(F)F)nc2c1CCN(C(=O)C[C@H](N)Cc1cc(F)c(F)cc1F)C2Cc1ccccc1;100000;Inactive
CHEMBL400954;Cn1cnc2c1CCN(C(=O)C[C@H](N)Cc1cc(F)c(F)cc1F)C2C(F)(F)F;100000;Inactive
CHEMBL364939;CCN(CC)C(=O)[C@@H](c1ccc(-c2ccc(F)cc2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F;100000;Inactive
CHEMBL209162;CN(C)C(=O)[C@@H](c1ccc(-c2ccc(=O)n(C)c2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F;100000;Inactive
CHEMBL192781;C[C@@H](c1cccc(Cl)c1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F;100000;Inactive
CHEMBL488225;CC[C@@H](C)[C@H](N)C(=O)N1Cc2ccc(C(F)(F)F)cc2C1;100000;Inactive
CHEMBL469678;CC[C@H](C)[C@H](N)C(=O)N1Cc2ccc(C(C)(C)C)cc2C1;100000;Inactive
CHEMBL4752835;Cc1ccc(Nc2cc(N3CCNCC3)nc3ccnn23)c(C)c1;100000;Inactive
CHEMBL4764120;Clc1ccc(CCNc2cc(N3CCNCC3)nc3ccnn23)c(Cl)c1;100000;Inactive
CHEMBL4754461;Cc1ccnc(Nc2cc(N3CCNCC3)nc3ccnn23)c1;100000;Inactive
CHEMBL231497;Cc1nnc2ccc(N3CC[C@H](c4cc(F)c(F)cc4F)[C@@H](N)C3)nn12.O=C(O)C(F)(F)F;100000;Inactive
CHEMBL231397;Cc1cc(=O)n2nc(N3CC[C@H](c4cc(F)c(F)cc4F)[C@@H](N)C3)ccc2n1.O=C(O)C(F)(F)F;100000;Inactive
CHEMBL231395;Cc1nc2ccc(N3CC[C@H](c4cc(F)c(F)cc4F)[C@@H](N)C3)nc2c(=O)[nH]1.O=C(O)C(F)(F)F;100000;Inactive
CHEMBL245772;CN(C)C(=O)[C@@H](c1ccc(NS(=O)(=O)c2ccccc2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F;100000;Inactive
CHEMBL193887;C[C@@H](c1ccc(-c2ccc(NS(C)(=O)=O)cc2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F;100000;Inactive
CHEMBL216854;C[C@H](c1nc(-c2ccccc2)no1)[C@H](N)C(=O)N1CCCC1;100000;Inactive
CHEMBL366031;C[C@@H](c1ccc(-c2cccc(S(N)(=O)=O)c2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F;100000;Inactive
CHEMBL2333024;CC(C)[C@H](NC(=O)c1cccnc1)C(=O)N1CCC[C@H]1B(O)O;100000;Inactive
CHEMBL183289;CC(C)[C@@H](Oc1ccc(CNC(=O)[C@@H]2CCCN2C(=O)CC(N)Cc2c(F)c(F)c(F)c(F)c2F)cc1)C(=O)O.O=C(O)C(F)(F)F;100000;Inactive
CHEMBL210829;CN(C)C(=O)[C@@H](c1ccc(-c2ccn3ncnc3c2)cc1)[C@H](N)C(=O)N1CCC(F)(F)C1.O=C(O)C(F)(F)F;100000;Inactive
CHEMBL536536;Cl.N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1C(O)c1ccc(F)cc1)Cc1cc(F)c(F)cc1F;100000;Inactive
CHEMBL540888;Cl.N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1Cc1ccccc1F)Cc1cc(F)c(F)cc1F;100000;Inactive
CHEMBL203267;C[C@@H](c1ccc(-c2cn(C)c(=O)c(Cl)c2F)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F;100000;Inactive
CHEMBL197082;N[C@@H](CC(=O)N1CCc2oc(C3CC3)nc2C1)Cc1cc(F)ccc1F;100000;Inactive
CHEMBL219369;C[C@H](c1nc(-c2ccccc2F)no1)[C@H](N)C(=O)N1CCCC1;100000;Inactive
CHEMBL386812;C[C@H](c1nc(-c2ccc(NS(C)(=O)=O)cc2Cl)no1)[C@H](N)C(=O)N1CCCC1.O=C(O)C(F)(F)F;100000;Inactive
CHEMBL237547;CC(=O)N[C@H]1CC[C@H]([C@H](C)[C@H](N)C(=O)N2CC[C@H](F)C2)CC1;100000;Inactive
CHEMBL250787;C[C@@H]1c2nc(C(F)(F)F)nn2CCN1C(=O)C[C@H](N)Cc1cc(F)c(F)cc1F;100000;Inactive
CHEMBL190788;N[C@H](C(=O)N1CC[C@H](F)C1)[C@@H](C(=O)NC1CC1)c1ccc(-c2ccc(F)cc2)cc1.O=C(O)C(F)(F)F;100000;Inactive
CHEMBL188444;N[C@H](C(=O)N1CC[C@H](F)C1)[C@@H](C(=O)Nn1cnnn1)c1ccc(-c2ccc(F)cc2)cc1.O=C(O)C(F)(F)F;100000;Inactive
CHEMBL3329698;Cn1c(=O)n(Cc2ccccc2C#N)c2c(N3CCC[C@@H](N)C3)cc(C(F)(F)F)nc21;100000;Inactive
CHEMBL3329691;Cn1c(=O)n(Cc2ccccc2C#N)c2c(N3CCCNCC3)ccnc21;100000;Inactive
CHEMBL3329688;Cn1c(=O)n(Cc2ccccc2C#N)c2c(N3CCCCC(N)C3)ccnc21;100000;Inactive
CHEMBL3329634;Cn1c(=O)n(Cc2cccc(C#N)c2)c2c(N3CCC[C@@H](N)C3)ccnc21;100000;Inactive
CHEMBL3329633;Cn1c(=O)n(Cc2ccccc2C#N)c2c(N3CCC[C@@H](N)C3)cccc21;100000;Inactive
CHEMBL552788;C[C@@H](c1ccc(C(=O)[n+]2ccc[nH]2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C([O-])C(F)(F)F;100000;Inactive
CHEMBL209111;Cc1c(-c2ccc([C@H](C(=O)N(C)C)[C@H](N)C(=O)N3CC[C@H](F)C3)cc2)ccc2ncnn12.O=C(O)C(F)(F)F;100000;Inactive
CHEMBL3329695;COc1cc(N2CCC[C@@H](N)C2)c2c(n1)n(C)c(=O)n2Cc1ccccc1C#N;100000;Inactive
CHEMBL3329692;CN[C@@H]1CCCN(c2ccnc3c2n(Cc2ccccc2C#N)c(=O)n3C)C1;100000;Inactive
CHEMBL243872;N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)cc(F)c1F;100000;Inactive
CHEMBL2425883;CC#CCn1c(N2CCC[C@@H](N)C2)cc(=O)n(Cc2ccccc2)c1=O;100000;Inactive
CHEMBL4215849;N#Cc1ccccc1Cn1c(N2CCC[C@@H](N)C2)cc(=O)n2nccc12;100000;Inactive
CHEMBL4458152;CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1cc(Cl)ccc1C(=O)OC)c(=O)n2C;100000;Inactive
CHEMBL388475;N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1ccccc1F;100000;Inactive
CHEMBL390240;N[C@@H](CC(=O)N1CCn2c(nnc2C(F)F)C1)Cc1cc(F)c(F)cc1F;100000;Inactive
CHEMBL459357;CN(C)C(=O)[C@@H](c1ccc(C2=CN3N=CNC3C=C2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1;100000;Inactive
CHEMBL4437841;O=C(CCCO[N+](=O)[O-])N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F;100000;Inactive
CHEMBL219370;C[C@H](c1nc(-c2ccccc2C(F)(F)F)no1)[C@H](N)C(=O)N1CCCC1;100000;Inactive
CHEMBL195443;COc1ccc(-c2ccc([C@H](C)[C@H](N)C(=O)N3CC[C@H](F)C3)cc2)cc1.O=C(O)C(F)(F)F;100000;Inactive
CHEMBL363115;CN(C)C(=O)[C@@H](c1ccc(-c2ccc(F)cc2)cc1)[C@H](N)C(=O)N1CC(F)C1.O=C(O)C(F)(F)F;100000;Inactive
CHEMBL4798053;Cc1ccc(Nc2cc(N3CCC[C@@H](N)C3)nc3ccnn23)c(N)c1;100000;Inactive
CHEMBL362930;C[C@@H](c1ccc(N2CCCCC2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F;100000;Inactive
CHEMBL4588692;CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1cc(OC)ccc1C(=O)O)c(=O)n2C;100000;Inactive
CHEMBL4452518;CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1ccccc1C(=O)O)c(=O)n2C;100000;Inactive
CHEMBL1683091;Cc1noc(C)c1S(=O)(=O)N(C)[C@H]1CC[C@H]([C@H](N)Cc2cc(F)ccc2F)CC1;100000;Inactive
CHEMBL233891;CC(C)(C)NC(=O)c1nnc2n1CCN(C(=O)C[C@H](N)Cc1cc(F)c(F)cc1F)C2;100000;Inactive
CHEMBL390239;N[C@@H](CC(=O)N1CCn2c(nnc2C2CC2)C1)Cc1cc(F)c(F)cc1F;100000;Inactive
CHEMBL233058;N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1Cl;100000;Inactive
CHEMBL245181;N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1ccc(C(F)(F)F)cc1;100000;Inactive
CHEMBL428747;CC(=O)N(C)C1CCC([C@H](C(=O)N(C)C)[C@H](N)C(=O)N2CC[C@H](F)C2)CC1.Cl;100000;Inactive
CHEMBL363606;N[C@@H](CC(=O)N1CCc2noc(C(F)(F)F)c2C1)Cc1cc(F)ccc1F;100000;Inactive
CHEMBL231195;N[C@H]1CN(c2cnc3cncnc3n2)CC[C@@H]1c1cc(F)c(F)cc1F.O=C(O)C(F)(F)F;100000;Inactive
CHEMBL190752;CNC(=O)[C@@H](c1ccc(-c2ccc(F)cc2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F;100000;Inactive
CHEMBL4787437;Cc1ccc(Nc2cc(N3CCC[C@@H](N)C3)nc3ccnn23)c(C)c1;100000;Inactive
CHEMBL233360;N[C@H]1C[C@@H](N2CCn3c(nnc3C(F)(F)F)C2)CC[C@@H]1c1cc(F)c(F)cc1F;100000;Inactive
CHEMBL233474;N[C@@H](CC(=O)N1CCn2c(nnc2-c2ccncc2)C1)Cc1cc(F)ccc1F;100000;Inactive
CHEMBL363584;C[C@@H](c1ccc(-c2ccc(F)cc2F)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F;100000;Inactive
CHEMBL4434648;O=C(CO[N+](=O)[O-])N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F;100000;Inactive
CHEMBL250285;Cn1c(C(F)(F)F)nc2c1CCN(C(=O)C[C@H](N)Cc1cc(F)c(F)cc1F)C2Cc1ccc(F)cc1;100000;Inactive
CHEMBL250006;CC1c2nc(C(F)(F)F)n(C)c2CCN1C(=O)C[C@H](N)Cc1cc(F)ccc1F;100000;Inactive
CHEMBL400761;N[C@@H](CC(=O)N1CCc2nc(C(F)(F)F)n(Cc3ccc(F)cc3)c2C1)Cc1cc(F)ccc1F;100000;Inactive
CHEMBL369894;Cn1nc(C(F)(F)C(F)(F)F)c2c1CCN(C(=O)C[C@H](N)Cc1cc(F)ccc1F)C2;100000;Inactive
CHEMBL193802;Cn1nc(-c2ccc(F)cc2)c2c1CCN(C(=O)C[C@H](N)Cc1cc(F)ccc1F)C2;100000;Inactive
CHEMBL364355;CN(C)C(=O)[C@@H](c1ccc(-c2ccc(F)cc2)cc1)[C@H](N)C(=O)N1CC(F)(F)C1.O=C(O)C(F)(F)F;100000;Inactive
CHEMBL397744;N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1ccccc1C(F)(F)F;100000;Inactive
CHEMBL210974;CN(C)C(=O)[C@@H](c1ccc(-c2ccc3ncnn3c2)cc1)[C@H](N)C(=O)N1CC(F)C1.O=C(O)C(F)(F)F;100000;Inactive
CHEMBL375146;C[C@H](c1nc(-c2ccc(NS(C)(=O)=O)cc2Cl)no1)[C@H](N)C(=O)N1CCC(F)(F)C1.O=C(O)C(F)(F)F;100000;Inactive
CHEMBL381145;C[C@@H](c1ccc(-c2ccc(O)nc2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F;100000;Inactive
CHEMBL383651;C[C@@H](c1ccc(-c2cc(Br)c(=O)n(C)c2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F;100000;Inactive
CHEMBL438258;CCOC(=O)C(F)(F)n1cc(-c2ccc([C@H](C)[C@H](N)C(=O)N3CC[C@H](F)C3)cc2)ccc1=O.O=C(O)C(F)(F)F;100000;Inactive
CHEMBL206792;CCn1cc(-c2ccc([C@H](C)[C@H](N)C(=O)N3CC[C@H](F)C3)cc2)ccc1=O.O=C(O)C(F)(F)F;100000;Inactive
CHEMBL194979;N[C@@H](CC(=O)N1CCc2nn(CC(F)(F)F)c(C(F)(F)F)c2C1)Cc1cc(F)ccc1F;100000;Inactive
CHEMBL426335;C[C@H](c1nc(-c2ccccc2OC(F)(F)F)no1)[C@H](N)C(=O)N1CCCC1;100000;Inactive
CHEMBL192425;CCOC(=O)c1cccc(-c2ccc([C@H](C)[C@H](N)C(=O)N3CC[C@H](F)C3)cc2)c1.O=C(O)C(F)(F)F;100000;Inactive
CHEMBL195205;C[C@@H](c1ccc(-c2cccnc2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F;100000;Inactive
CHEMBL1243093;N#C[C@@H]1CCCN1C(=O)[C@@H]1C[C@@H](CC(=O)Nc2ccccc2)C(=O)N1;100000;Inactive
CHEMBL3329693;CC(=O)N[C@@H]1CCCN(c2ccnc3c2n(Cc2ccccc2C#N)c(=O)n3C)C1;100000;Inactive
CHEMBL4577865;O=C(CCCCO[N+](=O)[O-])N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F;100000;Inactive
CHEMBL231194;N[C@H]1CN(c2cnc3cccnc3n2)CC[C@@H]1c1cc(F)c(F)cc1F.O=C(O)C(F)(F)F;100000;Inactive
CHEMBL4558007;CC#CCn1c(N2CCC[C@@H](N)C2)cc(=O)n(Cc2cc(Br)ccc2C(=O)O)c1=O;100000;Inactive
CHEMBL228312;N[C@H]1CN(c2ccc3nnc(-c4ccc(F)cc4)n3n2)CC[C@@H]1c1cc(F)c(F)cc1F.O=C(O)C(F)(F)F;100000;Inactive
CHEMBL231496;N[C@H]1CN(c2ccc3nncn3n2)CC[C@@H]1c1cc(F)c(F)cc1F.O=C(O)C(F)(F)F;100000;Inactive
CHEMBL203169;C[C@@H](c1ccc(-c2cn(C)c(=O)cc2CO)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F;100000;Inactive
CHEMBL425039;Cc1cc(=O)n(C)cc1-c1ccc([C@H](C)[C@H](N)C(=O)N2CC[C@H](F)C2)cc1.O=C(O)C(F)(F)F;100000;Inactive
CHEMBL210459;CN(C)C(=O)[C@@H](c1ccc(-c2ccn3nccc3n2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F;100000;Inactive
CHEMBL370033;C[C@@H](c1ccc(-c2cccc(-c3noc(C4CC4)n3)c2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F;100000;Inactive
CHEMBL191354;C[C@@H](c1ccc(Br)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F;100000;Inactive
CHEMBL191933;C[C@@H](c1ccc(-c2ccccc2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F;100000;Inactive
CHEMBL4205581;N#Cc1ccccc1Cc1c(Cl)nc2ccnn2c1N1CCC[C@@H](N)C1;100000;Inactive
CHEMBL4213950;O=c1cc(N2CCNCC2)n(Cc2ccccc2[N+](=O)[O-])c2ccnn12;100000;Inactive
CHEMBL216835;C[C@H](c1nc(-c2ccc(S(C)(=O)=O)cc2Cl)no1)[C@H](N)C(=O)N1CCCC1;100000;Inactive
CHEMBL397854;CN(C)C(=O)[C@@H](C1CCC(NS(=O)(=O)c2ccc(OC(F)(F)F)cc2)CC1)[C@H](N)C(=O)N1CC[C@H](F)C1.Cl;100000;Inactive
CHEMBL218254;C[C@H](c1nc(-c2ccc(Cl)cc2Cl)co1)[C@H](N)C(=O)N1CCCC1.O=C(O)C(F)(F)F;100000;Inactive
CHEMBL461496;CC[C@H](C)[C@H](N)C(=O)N1CCC1;100000;Inactive
CHEMBL372486;CN(C)C(=O)[C@@H](c1ccc(-c2ccc(F)cc2)cc1)[C@H](N)C(=O)N1CC[C@@H](F)C1.O=C(O)C(F)(F)F;100000;Inactive
CHEMBL203323;Cc1c(-c2ccc([C@H](C)[C@H](N)C(=O)N3CC[C@H](F)C3)cc2)cc(Br)c(=O)n1C.O=C(O)C(F)(F)F;100000;Inactive
CHEMBL4528994;CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1ccc(F)cc1C(=O)O)c(=O)n2C;100000;Inactive
CHEMBL4458832;CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1c(OC)cccc1C(=O)O)c(=O)n2C;100000;Inactive
CHEMBL4465448;CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1c(Cl)cccc1C(=O)OC)c(=O)n2C;100000;Inactive
CHEMBL1242940;N#C[C@@H]1CCCN1C(=O)[C@@H]1C[C@@H](CC(=O)N2Cc3ccc(F)cc3C2)C(=O)N1;100000;Inactive
CHEMBL191473;CN(C)C(=O)[C@@H](c1ccc(-c2cccc(-n3cnnn3)c2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F;100000;Inactive
CHEMBL558196;Cl.N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1ccc(F)c(F)c1;100000;Inactive
CHEMBL2425885;CC#CCn1c(N2CCC[C@@H](N)C2)cc(=O)n(Cc2nc3ccccc3[nH]2)c1=O;100000;Inactive
CHEMBL3329690;Cn1c(=O)n(Cc2ccccc2C#N)c2c(NC3CCNCC3)ccnc21;100000;Inactive
CHEMBL3329638;Cn1c(=O)n(Cc2ccc(Cl)cc2C#N)c2c(N3CCC[C@@H](N)C3)ccnc21;100000;Inactive
CHEMBL372472;Cc1ccccc1-c1ccc([C@H](C)[C@H](N)C(=O)N2CC[C@H](F)C2)cc1.O=C(O)C(F)(F)F;100000;Inactive
CHEMBL2011537;N[C@@H]1CCN(c2ccc(-n3ccc(OCc4ccccc4)cc3=O)cn2)C1;100000;Inactive
CHEMBL3329628;CC(C)n1c(=O)n(Cc2ccccc2C#N)c2c(N3CCC[C@@H](N)C3)ccnc21;100000;Inactive
CHEMBL3329625;CC1(C)C(=O)N(Cc2ccccc2C#N)c2c(N3CCC[C@@H](N)C3)ccnc21;100000;Inactive
CHEMBL233685;CCc1nnc2n1CCN(C(=O)C[C@H](N)Cc1cc(F)c(F)cc1F)C2;100000;Inactive
CHEMBL375875;C[C@H](c1nc(-c2cccc(C(F)(F)F)c2)no1)[C@H](N)C(=O)N1CCCC1;100000;Inactive
CHEMBL4754343;N[C@@H]1CCCN(c2cc(NCCc3ccc(Cl)cc3Cl)n3nccc3n2)C1;100000;Inactive
CHEMBL197301;Cn1nc2c(c1-c1ccc(F)cc1)CN(C(=O)C[C@H](N)Cc1cc(F)ccc1F)CC2;100000;Inactive
CHEMBL365953;COc1ccccc1-c1ccc([C@H](C)[C@H](N)C(=O)N2CC[C@H](F)C2)cc1.O=C(O)C(F)(F)F;100000;Inactive
CHEMBL234635;N[C@H]1C[C@@H](N2CCn3c(C(F)(F)F)cnc3C2)CCC1c1cc(F)c(F)cc1F;100000;Inactive
CHEMBL209064;CN(C)C(=O)[C@@H](c1ccc(-c2ccc3ncnn3c2)cc1)[C@H](N)C(=O)N1CCC(F)(F)C1.O=C(O)C(F)(F)F;100000;Inactive
CHEMBL377221;CN(C)C(=O)[C@@H](c1ccc(-c2ccc3ncnn3c2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F;100000;Inactive
CHEMBL207348;CN(C)C(=O)[C@@H](c1ccc(-c2ccc3nncn3c2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F;100000;Inactive
CHEMBL388433;N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1ccc(Cl)c(Cl)c1;100000;Inactive
CHEMBL4743490;N[C@@H]1CCCN(c2cc(NCc3ccccc3)n3nccc3n2)C1;100000;Inactive
CHEMBL4749086;O=[N+]([O-])c1ccccc1Nc1cc(N2CCNCC2)nc2ccnn12;100000;Inactive
CHEMBL425375;C[C@@H](c1ccc(-c2ccccc2C(F)(F)F)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F;100000;Inactive
